,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
52366,MA010120220810622143,한창웰빙마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230700,당감4동,2623010900,당감동,2623010900107640002,1,대지,764,2.0,부산광역시 부산진구 당감동 764-2,262303129007,부산광역시 부산진구 당감서로,103,,2623010900106740002000308,,부산광역시 부산진구 당감서로 103,614823,47147,,,,129.035183459964,35.1685221413109
52377,MA010120220810622157,합천식품,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,26,부산광역시,26170,동구,26170590,수정4동,2617010200,수정동,2617010200111720006,1,대지,1172,6.0,부산광역시 동구 수정동 1172-6,261704181087,부산광역시 동구 망양로685번길,6,,2617010200111720006017628,,부산광역시 동구 망양로685번길 6,601820,48714,,,,129.040561845874,35.1271020065914
52384,MA010120220810638809,인성내츄럴,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26320,북구,26320550,덕천1동,2632010400,덕천동,2632010400103910014,1,대지,391,14.0,부산광역시 북구 덕천동 391-14,263204196350,부산광역시 북구 의성로115번길,147,,2632010400103910014008085,,부산광역시 북구 의성로115번길 147,616819,46569,,1,,129.018811377501,35.2121080091938
52385,MA010120220810622167,초읍떡집,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26230,부산진구,26230550,초읍동,2623010700,초읍동,2623010700102180011,1,대지,218,11.0,부산광역시 부산진구 초읍동 218-11,262304187454,부산광역시 부산진구 성지로43번길,74,,2623010700102180011048878,,부산광역시 부산진구 성지로43번길 74,614873,47126,,,,129.053555248883,35.1775579358937
52399,MA010120220810627490,해피데이,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170570,수정2동,2617010200,수정동,2617010200100030000,1,대지,3,,부산광역시 동구 수정동 3,261704181436,부산광역시 동구 중앙대로361번길,14,,2617010200100030000022092,,부산광역시 동구 중앙대로361번길 14,601716,48789,,,,129.047582501544,35.1287181271042
52405,MA010120220810622215,효민생활관매점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230710,가야1동,2623011000,가야동,2623011000200220000,2,산,22,,부산광역시 부산진구 가야동 산22,262303006020,부산광역시 부산진구 엄광로,176,,2623011000100070000035417,동의대학교,부산광역시 부산진구 엄광로 176,614803,47340,,,,129.036336676775,35.1443368758035
52449,MA010120220810622371,그린마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170650,범일1동,2617010400,범일동,2617010400113110001,1,대지,1311,1.0,부산광역시 동구 범일동 1311-1,261703127005,부산광역시 동구 범곡로,34,,2617010400113110001022150,,부산광역시 동구 범곡로 34,601804,48722,,,,129.054979764476,35.1407957663218
52455,MA010120220810617307,부암할인마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800103460004,1,대지,346,4.0,부산광역시 부산진구 부암동 346-4,262303129016,부산광역시 부산진구 백양순환로,160,1.0,2623010800103460004003066,,부산광역시 부산진구 백양순환로 160-1,614839,47144,,,,129.041436159841,35.1664584419796
52465,MA010120220810627669,빅세일마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230700,당감4동,2623010900,당감동,2623010900106490017,1,대지,649,17.0,부산광역시 부산진구 당감동 649-17,262303129007,부산광역시 부산진구 당감서로,119,,2623010900106490025012076,,부산광역시 부산진구 당감서로 119,614823,47147,,,,129.033620491164,35.1690582956099
52467,MA010120220810627677,정관장,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26170,동구,26170520,초량2동,2617010100,초량동,2617010100103720001,1,대지,372,1.0,부산광역시 동구 초량동 372-1,261702000010,부산광역시 동구 중앙대로,223,1.0,2617010100103720001007552,,부산광역시 동구 중앙대로 223-1,601829,48815,,,,129.040568200785,35.1172496584394
52473,MA010120220810617581,광림사,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26470,연제구,26470630,거제3동,2647010100,거제동,2647010100100400091,1,대지,40,91.0,부산광역시 연제구 거제동 40-91,264704211314,부산광역시 연제구 월드컵대로187번길,61,,2647010100100400091000286,,부산광역시 연제구 월드컵대로187번길 61,611801,47538,,1,,129.074439955391,35.185342740235
52479,MA010120220810627696,이플러스마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26230,부산진구,26230760,개금3동,2623011100,개금동,2623011100100340000,1,대지,34,,부산광역시 부산진구 개금동 34,262304187074,부산광역시 부산진구 개금본동로4번길,66,,2623011100100330000013869,동광빌딩,부산광역시 부산진구 개금본동로4번길 66,614811,47169,,1,,129.025803259659,35.1602099535807
52484,MA010120220810617346,낙원떡집,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300103410021,1,대지,341,21.0,부산광역시 부산진구 부전동 341-21,262304187695,부산광역시 부산진구 중앙대로775번길,25,1.0,2623010300103410021025294,,부산광역시 부산진구 중앙대로775번길 25-1,614843,47251,,,,129.060978030939,35.1624489396482
52508,MA010120220810622490,건강사랑,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26350,해운대구,26350660,재송2동,2635010400,재송동,2635010400111320022,1,대지,1132,22.0,부산광역시 해운대구 재송동 1132-22,263503133035,부산광역시 해운대구 재반로,142,6.0,2635010400111320021028535,,부산광역시 해운대구 재반로 142-6,612832,48053,,,,129.127680983657,35.1902219257595
52516,MA010120220810622504,슈퍼마켓,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300102290000,1,대지,229,,부산광역시 부산진구 부전동 229,262302000010,부산광역시 부산진구 중앙대로,668,,2623010300102290000000001,에이원플라자,부산광역시 부산진구 중앙대로 668,614846,47296,,1,,129.05961883536,35.1524373538138
52521,MA010120220810622519,동아슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26350,해운대구,26350660,재송2동,2635010400,재송동,2635010400111460001,1,대지,1146,1.0,부산광역시 해운대구 재송동 1146-1,263504199158,부산광역시 해운대구 재반로118번길,71,,2635010400111460001001178,시영아파트,부산광역시 해운대구 재반로118번길 71,612783,48053,,,,129.129885706244,35.1916435842179
52573,MA010120220810639371,대양슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300104010004,1,대지,401,4.0,부산광역시 부산진구 부전동 401-4,262303129024,부산광역시 부산진구 새싹로,41,,2623010300104010004018410,,부산광역시 부산진구 새싹로 41,614849,47256,,1,,129.056164152825,35.1611208873568
52576,MA010120220810648719,동남슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800104430001,1,대지,443,1.0,부산광역시 부산진구 부암동 443-1,262303129016,부산광역시 부산진구 백양순환로,118,,2623010800104430001026329,,부산광역시 부산진구 백양순환로 118,614839,47143,,,,129.039910336209,35.1699058556395
52577,MA010120220810648722,농심슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800105950011,1,대지,595,11.0,부산광역시 부산진구 부암동 595-11,262303129036,부산광역시 부산진구 용사촌로,16,,2623010800105950011007151,,부산광역시 부산진구 용사촌로 16,614841,47152,,1,,129.034055571935,35.1722094573543
52599,MA010120220810628259,다묵헌,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26170,동구,26170510,초량1동,2617010100,초량동,2617010100105700002,1,대지,570,2.0,부산광역시 동구 초량동 570-2,261704181409,부산광역시 동구 중앙대로179번길,12,,2617010100105700002000001,,부산광역시 동구 중앙대로179번길 12,601830,48818,,2,,129.038110728844,35.1137823100311
52601,MA010120220810617518,문기상회,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300102560006,1,대지,256,6.0,부산광역시 부산진구 부전동 256-6,262303129025,부산광역시 부산진구 서면로,56,,2623010300102560006009663,,부산광역시 부산진구 서면로 56,614736,47286,,,,129.058168167466,35.1556770185058
52615,MA010120220810617843,부광슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230560,양정1동,2623010100,양정동,2623010100104450241,1,대지,445,241.0,부산광역시 부산진구 양정동 445-241,262303129017,부산광역시 부산진구 범양로,85,,2623010100104450241047393,,부산광역시 부산진구 범양로 85,614857,47198,,,,129.063261796896,35.1717763366701
52625,MA010120220810633798,한닢꿀떡,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26170,동구,26170550,초량6동,2617010100,초량동,2617010100107540152,1,대지,754,152.0,부산광역시 동구 초량동 754-152,261703127047,부산광역시 동구 홍곡남로,53,1.0,2617010100107540152008540,,부산광역시 동구 홍곡남로 53-1,601831,48801,,,,129.035057758721,35.1256618283683
52648,MA010120220810622734,농심가슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300103520014,1,대지,352,14.0,부산광역시 부산진구 부전동 352-14,262304187384,부산광역시 부산진구 부전로140번길,33,,2623010300103520014002597,,부산광역시 부산진구 부전로140번길 33,614844,47253,,1,,129.057857231475,35.1604841549212
52652,MA010120220810628034,동해수산식품,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,"신선, 냉동 및 기타 수산물 소매업",26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300103410030,1,대지,341,30.0,부산광역시 부산진구 부전동 341-30,262304187695,부산광역시 부산진구 중앙대로775번길,21,8.0,2623010300103410030044569,,부산광역시 부산진구 중앙대로775번길 21-8,614843,47251,,,,129.06100732802,35.1621692517291
52671,MA010120220810617618,오뚜기슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230700,당감4동,2623010900,당감동,2623010900103480030,1,대지,348,30.0,부산광역시 부산진구 당감동 348-30,262303129016,부산광역시 부산진구 백양순환로,13,,2623010900103480030035954,,부산광역시 부산진구 백양순환로 13,614879,47160,,1,,129.032989136993,35.166007957513
52681,MA010120220810622787,재하마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26260,동래구,26260560,온천2동,2626010800,온천동,2626010800107070000,1,대지,707,,부산광역시 동래구 온천동 707,262604190483,부산광역시 동래구 충렬대로107번길,54,,2626010800107070000000752,럭키아파트,부산광역시 동래구 충렬대로107번길 54,607753,47732,,1,,129.074433382732,35.2098604695493
52684,MA010120220810628079,떡,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26170,동구,26170650,범일1동,2617010400,범일동,2617010400100630006,1,대지,63,6.0,부산광역시 동구 범일동 63-6,261702000010,부산광역시 동구 중앙대로,529,1.0,2617010400100630006010686,,부산광역시 동구 중앙대로 529-1,601802,48722,,,,129.056260497851,35.1405502468199
52716,MA010120220810622844,파워마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230550,초읍동,2623010700,초읍동,2623010700102900002,1,대지,290,2.0,부산광역시 부산진구 초읍동 290-2,262303129029,부산광역시 부산진구 성지로,149,,2623010700102900002013894,,부산광역시 부산진구 성지로 149,614872,47124,,,,129.048293628562,35.1816057603559
52726,MA010120220810622849,심봉사도로케부전점,,I2,음식,I210,기타 간이,I21001,빵/도넛,G47219,기타 식료품 소매업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300102670021,1,대지,267,21.0,부산광역시 부산진구 부전동 267-21,262302000010,부산광역시 부산진구 중앙대로,765,,2623010300102670030032083,,부산광역시 부산진구 중앙대로 765,614843,47251,,1,,129.060989888398,35.1608263310886
52733,MA010120220810633984,농심가할인마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230750,개금2동,2623011100,개금동,2623011100106330027,1,대지,633,27.0,부산광역시 부산진구 개금동 633-27,262304187771,부산광역시 부산진구 진사로77번길,35,,2623011100106330027019482,,부산광역시 부산진구 진사로77번길 35,614812,47395,,,,129.018178775242,35.1446710896493
52768,MA010120220810648707,제일상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230640,부암1동,2623010800,부암동,2623010800101290024,1,대지,129,24.0,부산광역시 부산진구 부암동 129-24,262304187514,부산광역시 부산진구 신천대로204번나길,13,,2623010800101290024021539,,부산광역시 부산진구 신천대로204번나길 13,614836,47194,,,,129.051713061823,35.1598255489136
52769,MA010120220810648710,향미상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800104100001,1,대지,410,1.0,부산광역시 부산진구 부암동 410-1,262303129016,부산광역시 부산진구 백양순환로,135,,2623010800104100001052565,,부산광역시 부산진구 백양순환로 135,614839,47138,,,,129.040959987175,35.1687160161801
52785,MA010120220810612431,빅세일마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100111800007,1,대지,1180,7.0,부산광역시 연제구 거제동 1180-7,264704211246,부산광역시 연제구 아시아드대로22번길,25,,2647010100111800007010513,,부산광역시 연제구 아시아드대로22번길 25,611808,47526,,,,129.070466938577,35.1879739160317
52811,MA010120220810588650,백용상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400115170070,1,대지,1517,70.0,부산광역시 부산진구 범천동 1517-70,262303006020,부산광역시 부산진구 엄광로,497,,2623010400115170070038047,,부산광역시 부산진구 엄광로 497,614834,47373,,,,129.050336494848,35.1440991526426
52812,MA010120220810588651,하동식품,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400115200014,1,대지,1520,14.0,부산광역시 부산진구 범천동 1520-14,262303006020,부산광역시 부산진구 엄광로,510,,2623010400115200014046488,,부산광역시 부산진구 엄광로 510,614834,47376,,,,129.049287735302,35.1444687968226
52865,MA010120220810580163,갑오상회,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26170,동구,26170570,수정2동,2617010200,수정동,2617010200101890010,1,대지,189,10.0,부산광역시 동구 수정동 189-10,261704181513,부산광역시 동구 진성로9번길,34,1.0,2617010200101890010004272,,부산광역시 동구 진성로9번길 34-1,601812,48789,,,,129.047055214635,35.128668599765
52872,MA010120220810588595,종로명가떡집,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26350,해운대구,26350650,재송1동,2635010400,재송동,2635010400112000000,1,대지,1200,,부산광역시 해운대구 재송동 1200,263503133020,부산광역시 해운대구 센텀중앙로,145,,2635010400112000000003828,더샵센텀파크1차아파트,부산광역시 해운대구 센텀중앙로 145,612712,48050,,,,129.123619904461,35.1767749992096
52878,MA010120220810580214,한비유통,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26170,동구,26170570,수정2동,2617010200,수정동,2617010200102140007,1,대지,214,7.0,부산광역시 동구 수정동 214-7,261703127042,부산광역시 동구 진성로,12,,2617010200102140007011477,,부산광역시 동구 진성로 12,601812,48775,,,,129.048410160701,35.1299458847832
52893,MA010120220810592910,강명슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400109240004,1,대지,924,4.0,부산광역시 동구 범일동 924-4,261703127051,부산광역시 동구 범일로,101,8.0,2617010400109240004004161,,부산광역시 동구 범일로 101-8,601803,48735,,,,129.05887633553,35.1391753252806
52897,MA010120220810592920,메디프렌드,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400108990008,1,대지,899,8.0,부산광역시 동구 범일동 899-8,261703127051,부산광역시 동구 범일로,119,,2617010400108990008020459,좋은문화병원,부산광역시 동구 범일로 119,601803,48735,,,,129.059073018435,35.1408051311599
52934,MA010120220810613098,신암상회,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400111440024,1,대지,1144,24.0,부산광역시 부산진구 범천동 1144-24,262304187486,부산광역시 부산진구 신암로155번길,44,,2623010400111440024032966,,부산광역시 부산진구 신암로155번길 44,614832,47344,,,,129.049267336289,35.1522840645003
52974,MA010120220810593518,엄마손반찬,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400108410087,1,대지,841,87.0,부산광역시 부산진구 범천동 841-87,262304187808,부산광역시 부산진구 중앙번영로20번길,29,,2623010400108410087026044,,부산광역시 부산진구 중앙번영로20번길 29,614827,47363,,,,129.061512226246,35.1435781107629
53007,MA010120220810584858,이마트24R영도,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,26,부산광역시,26200,영도구,26200650,동삼1동,2620012100,동삼동,2620012100111240001,1,대지,1124,1.0,부산광역시 영도구 동삼동 1124-1,262003128030,부산광역시 영도구 함지로,6,,2620012100111240001000001,함지그린아파트,부산광역시 영도구 함지로 6,606081,49119,,,,129.059374111777,35.0708178226968
53021,MA010120220810589439,중앙슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400108440005,1,대지,844,5.0,부산광역시 부산진구 범천동 844-5,262304187650,부산광역시 부산진구 골드테마길,58,,2623010400108440005016944,,부산광역시 부산진구 골드테마길 58,614827,47361,,,,129.060149992526,35.1443111518598
53032,MA010120220810593480,마산상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400106310004,1,대지,631,4.0,부산광역시 동구 범일동 631-4,261704181201,부산광역시 동구 범일로90번길,4,,2617010400106310004015560,,부산광역시 동구 범일로90번길 4,601806,48745,,,,129.059781286392,35.1378784196634
53034,MA010120220810593492,범일상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400105700032,1,대지,570,32.0,부산광역시 동구 범일동 570-32,261704181201,부산광역시 동구 범일로90번길,18,1.0,2617010400105790001016621,,부산광역시 동구 범일로90번길 18-1,601806,48745,,,,129.061492903329,35.13786343899
53044,MA010120220810585304,진주상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170645,좌천동,2617010300,좌천동,2617010300108600011,1,대지,860,11.0,부산광역시 동구 좌천동 860-11,261703127015,부산광역시 동구 성북로,7,1.0,2617010300108600011016898,,부산광역시 동구 성북로 7-1,601826,48766,,,,129.049821816616,35.1347831799687
53077,MA010120220810585309,하동만물상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170645,좌천동,2617010300,좌천동,2617010300108590007,1,대지,859,7.0,부산광역시 동구 좌천동 859-7,261703127015,부산광역시 동구 성북로,3,,2617010300108590007022445,,부산광역시 동구 성북로 3,601826,48766,,,,129.049519455209,35.1343080586952
53100,MA010120220810614095,국제슈퍼마켓,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170510,초량1동,2617010100,초량동,2617010100109900001,1,대지,990,1.0,부산광역시 동구 초량동 990-1,261704006006,부산광역시 동구 영초길,216,,2617010100109900001012742,,부산광역시 동구 영초길 216,601835,48812,,,,129.035873814204,35.1181912668512
53111,MA010120220810581275,우리슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170570,수정2동,2617010200,수정동,2617010200106310026,1,대지,631,26.0,부산광역시 동구 수정동 631-26,261704181112,부산광역시 동구 망양로774번길,1,,2617010200106310026015794,,부산광역시 동구 망양로774번길 1,601817,48776,,,,129.042126468087,35.1319290707633
53146,MA010120220810603749,동성고구내매점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230600,전포1동,2623010200,전포동,2623010200103580008,1,대지,358,8.0,부산광역시 부산진구 전포동 358-8,262303129009,부산광역시 부산진구 동성로,16,,2623010200103580008051321,동성고등학교,부산광역시 부산진구 동성로 16,614863,47310,,,,129.069802912999,35.1515366078044
53216,MA010120220810586050,금천상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400109180006,1,대지,918,6.0,부산광역시 부산진구 범천동 918-6,262304187523,부산광역시 부산진구 신천대로71번길,42,,2623010400109180008007944,,부산광역시 부산진구 신천대로71번길 42,614021,47351,,,,129.057546594753,35.1475068084129
53217,MA010120220810581666,개구리반찬당리점,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26380,사하구,26380550,당리동,2638010200,당리동,2638010200103170097,1,대지,317,97.0,부산광역시 사하구 당리동 317-97,263803134017,부산광역시 사하구 승학로,60,,2638010200103170097022708,,부산광역시 사하구 승학로 60,604828,49328,,,,128.974798037191,35.1050775650224
53245,MA010120220810614731,엄마손,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26170,동구,26170520,초량2동,2617010100,초량동,2617010100103110004,1,대지,311,4.0,부산광역시 동구 초량동 311-4,261704181524,부산광역시 동구 초량로13번길,26,,2617010100103110004019590,,부산광역시 동구 초량로13번길 26,601829,48815,,,,129.039710450351,35.1179510967509
53254,MA010120220810594430,녹원,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26350,해운대구,26350570,반여1동,2635010300,반여동,2635010300109820021,1,대지,982,21.0,부산광역시 해운대구 반여동 982-21,263503133007,부산광역시 해운대구 반여로,172,,2635010300109820021009237,청혜원,부산광역시 해운대구 반여로 172,612809,48034,,,,129.12729281245,35.2058374324975
53268,MA010120220810586051,범천상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400108680041,1,대지,868,41.0,부산광역시 부산진구 범천동 868-41,262304187681,부산광역시 부산진구 중앙대로621번길,22,,2623010400108680041036653,,부산광역시 부산진구 중앙대로621번길 22,614829,47351,,,,129.057962518662,35.1482693622911
53273,MA010120220810614683,광무여중구내매점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230760,개금3동,2623011100,개금동,2623011100100550000,1,대지,55,,부산광역시 부산진구 개금동 55,262303129014,부산광역시 부산진구 백양관문로,31,,2623011100100550000002095,광무여자중학교,부산광역시 부산진구 백양관문로 31,614810,47170,,,,129.029822021614,35.162068788025
53280,MA010120220810609637,혜원떡방,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26230,부산진구,26230670,당감1동,2623010900,당감동,2623010900102380028,1,대지,238,28.0,부산광역시 부산진구 당감동 238-28,262304187131,부산광역시 부산진구 당감로16번길,43,,2623010900102380028038556,,부산광역시 부산진구 당감로16번길 43,614817,47181,,1,,129.041874093723,35.1637865533902
53302,MA010120220810582331,부일슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170590,수정4동,2617010200,수정동,2617010200103120003,1,대지,312,3.0,부산광역시 동구 수정동 312-3,261703127025,부산광역시 동구 수정로,15,,2617010200103120003019583,,부산광역시 동구 수정로 15,601813,48783,,,,129.045156389499,35.1277565494922
53327,MA010120220810604312,LG슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230570,양정2동,2623010100,양정동,2623010100101370005,1,대지,137,5.0,부산광역시 부산진구 양정동 137-5,262304187626,부산광역시 부산진구 연제로9번길,29,,2623010100101370005033360,,부산광역시 부산진구 연제로9번길 29,614854,47217,,,,129.076660448633,35.1755519832753
53406,MA010120220810582686,경북상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170600,수정5동,2617010200,수정동,2617010200104890013,1,대지,489,13.0,부산광역시 동구 수정동 489-13,261703127019,부산광역시 동구 수정공원로,121,1.0,2617010200104890013017687,,부산광역시 동구 수정공원로 121-1,601815,48703,,,,129.042106232481,35.1355077924747
